company,square,agent_score,final_score,claim_ids,override_reason
ViralSweep,F05,1,1,VIRALSWEEP-005,
ViralSweep,F06,0,0,VIRALSWEEP-005;VIRALSWEEP-036,
ViralSweep,F07,1,1,VIRALSWEEP-010,
ViralSweep,F08,0,0,VIRALSWEEP-005;VIRALSWEEP-036,
ViralSweep,F09,0,0,VIRALSWEEP-005;VIRALSWEEP-036,
ViralSweep,F10,0,0,VIRALSWEEP-005;VIRALSWEEP-036,
ViralSweep,G01,3,2,VIRALSWEEP-003;VIRALSWEEP-021,multi-brand real but capped at 6 brands with a two-role model and no per-promotion permissions; materially below Votigo/ShortStack multi-brand implementations scored 3
ViralSweep,G02,1,1,VIRALSWEEP-020,
ViralSweep,G03,?,?,,
ViralSweep,G04,0,0,VIRALSWEEP-014;VIRALSWEEP-036,
ViralSweep,G05,1,1,VIRALSWEEP-019,
ViralSweep,G06,0,0,VIRALSWEEP-036,
ViralSweep,G07,0,0,VIRALSWEEP-036,
ViralSweep,G08,2,2,VIRALSWEEP-007;VIRALSWEEP-035,
ViralSweep,G09,0,0,VIRALSWEEP-017,
ViralSweep,G10,1,1,VIRALSWEEP-016;VIRALSWEEP-032;VIRALSWEEP-033,
ViralSweep,H01,2,2,VIRALSWEEP-004;VIRALSWEEP-005;VIRALSWEEP-038,
ViralSweep,H02,0,0,VIRALSWEEP-005,
ViralSweep,H03,2,2,VIRALSWEEP-007,
ViralSweep,H04,0,0,VIRALSWEEP-006;VIRALSWEEP-019,
ViralSweep,H05,0,0,VIRALSWEEP-005;VIRALSWEEP-006,
ViralSweep,H06,?,?,,
ViralSweep,H07,0,0,VIRALSWEEP-006,
ViralSweep,H08,?,?,,
ViralSweep,H09,1,1,VIRALSWEEP-011;VIRALSWEEP-013,
ViralSweep,H10,0,0,VIRALSWEEP-005,
ViralSweep,I01,1,1,VIRALSWEEP-015;VIRALSWEEP-016,
ViralSweep,I02,1,1,VIRALSWEEP-004,
ViralSweep,I03,4,4,VIRALSWEEP-001;VIRALSWEEP-002;VIRALSWEEP-003,
ViralSweep,I04,0,0,VIRALSWEEP-001;VIRALSWEEP-036,
ViralSweep,I05,2,2,VIRALSWEEP-030;VIRALSWEEP-031,
ViralSweep,I06,4,4,VIRALSWEEP-003;VIRALSWEEP-029,
ViralSweep,I07,2,2,VIRALSWEEP-003;VIRALSWEEP-015;VIRALSWEEP-016,
ViralSweep,I08,1,1,VIRALSWEEP-011;VIRALSWEEP-029,
ViralSweep,I09,1,1,VIRALSWEEP-002;VIRALSWEEP-035,
ViralSweep,I10,3,3,VIRALSWEEP-003,
ViralSweep,J01,1,1,VIRALSWEEP-008;VIRALSWEEP-013,
ViralSweep,J02,1,1,VIRALSWEEP-014;VIRALSWEEP-015,
ViralSweep,J03,1,1,VIRALSWEEP-014;VIRALSWEEP-015;VIRALSWEEP-017,
ViralSweep,J04,0,0,VIRALSWEEP-036,
ViralSweep,J05,0,0,VIRALSWEEP-005,
ViralSweep,J06,0,0,VIRALSWEEP-036,
ViralSweep,J07,0,0,VIRALSWEEP-019;VIRALSWEEP-036,
ViralSweep,J08,0,0,VIRALSWEEP-036,
ViralSweep,J09,1,1,VIRALSWEEP-013,
ViralSweep,J10,0,0,VIRALSWEEP-036,
Talon.One,A01,0,0,TALONONE-017,
Talon.One,A02,0,0,,
Talon.One,A03,1,1,TALONONE-017;TALONONE-007,
Talon.One,A04,0,0,,
Talon.One,A05,0,0,,
Talon.One,A06,0,0,,
Talon.One,A07,1,1,TALONONE-009,
Talon.One,A08,0,0,TALONONE-017,
Talon.One,A09,1,1,TALONONE-017,
Talon.One,A10,0,0,,
Talon.One,B01,4,4,TALONONE-006;TALONONE-009,
Talon.One,B02,4,4,TALONONE-006;TALONONE-005,
Talon.One,B03,3,3,TALONONE-022;TALONONE-002;TALONONE-021,
Talon.One,B04,2,2,TALONONE-007;TALONONE-008,
Talon.One,B05,3,3,TALONONE-008,
Talon.One,B06,4,4,TALONONE-004;TALONONE-009,
Talon.One,B07,4,4,TALONONE-009;TALONONE-016;TALONONE-041,
Talon.One,B08,3,3,TALONONE-014,
Talon.One,B09,3,3,TALONONE-010;TALONONE-013;TALONONE-026,
Talon.One,B10,1,1,TALONONE-036;TALONONE-010,
Talon.One,C01,1,1,TALONONE-027;TALONONE-034,
Talon.One,C02,1,1,TALONONE-014;TALONONE-004,
Talon.One,C03,0,1,TALONONE-034,consistency: Voucherify scored 1 for generic action-scoped rule mechanics without legal semantics; Talon.One rules scope to session/event action types identically (TALONONE-004/-014)
Talon.One,C04,2,2,TALONONE-040;TALONONE-010;TALONONE-013,
Talon.One,C05,2,2,TALONONE-039;TALONONE-011;TALONONE-013,
Talon.One,C06,0,0,TALONONE-034,
Talon.One,C07,2,2,TALONONE-010;TALONONE-013;TALONONE-042,
Talon.One,C08,1,1,TALONONE-013,
Talon.One,C09,0,0,TALONONE-034,
Talon.One,C10,0,0,TALONONE-028;TALONONE-034,
Talon.One,D01,1,2,TALONONE-012,sessions/events are stable-ID entities with per-event effect records in documented Sessions/Events views (TALONONE-036); parity with Open Loyalty execution-record D01=2; immutability unclaimed at all vendors
Talon.One,D02,3,3,TALONONE-012;TALONONE-036,
Talon.One,D03,2,2,TALONONE-006;TALONONE-039,
Talon.One,D04,3,3,TALONONE-012;TALONONE-036,
Talon.One,D05,2,2,TALONONE-011;TALONONE-013,
Talon.One,D06,2,2,TALONONE-036;TALONONE-012;TALONONE-039,
Talon.One,D07,1,1,TALONONE-029,
Talon.One,D08,2,2,TALONONE-021,
Talon.One,D09,?,?,,
Talon.One,D10,2,2,TALONONE-011;TALONONE-012,
Talon.One,E01,0,0,TALONONE-034,
Talon.One,E02,0,0,TALONONE-034,
Talon.One,E03,0,0,TALONONE-034,
Talon.One,E04,1,1,TALONONE-009;TALONONE-014,
Talon.One,E05,1,1,TALONONE-033,
Talon.One,E06,0,0,TALONONE-034,
Talon.One,E07,1,1,TALONONE-033;TALONONE-015,
Talon.One,E08,1,1,TALONONE-008;TALONONE-033,
Talon.One,E09,0,0,TALONONE-033,
Talon.One,E10,1,1,TALONONE-022,
Talon.One,F01,4,4,TALONONE-016,
Talon.One,F02,3,3,TALONONE-016;TALONONE-029,
Talon.One,F03,2,2,TALONONE-006;TALONONE-016,
Talon.One,F04,3,3,TALONONE-015;TALONONE-007,
Talon.One,F05,4,4,TALONONE-016;TALONONE-007,
Talon.One,F06,2,2,TALONONE-016,
Talon.One,F07,3,3,TALONONE-008;TALONONE-015;TALONONE-041,
Talon.One,F08,2,2,TALONONE-029;TALONONE-016,
Talon.One,F09,2,2,TALONONE-016;TALONONE-017,
Talon.One,F10,2,2,TALONONE-025;TALONONE-029;TALONONE-022,
Talon.One,G01,3,3,TALONONE-027,
Talon.One,G02,3,3,TALONONE-018,
Talon.One,G03,3,3,TALONONE-019,
Talon.One,G04,2,2,TALONONE-013;TALONONE-018,
Talon.One,G05,3,3,TALONONE-026;TALONONE-030,
Talon.One,G06,3,3,TALONONE-010;TALONONE-013;TALONONE-026,
Talon.One,G07,3,3,TALONONE-013;TALONONE-011;TALONONE-028,
Talon.One,G08,3,3,TALONONE-025;TALONONE-007,
Talon.One,G09,2,2,TALONONE-030;TALONONE-021;TALONONE-022,
Talon.One,G10,3,3,TALONONE-020;TALONONE-021,
Talon.One,H01,4,4,TALONONE-006;TALONONE-023;TALONONE-038,
Talon.One,H02,3,3,TALONONE-038,
Talon.One,H03,3,3,TALONONE-025;TALONONE-007,
Talon.One,H04,3,3,TALONONE-026;TALONONE-022,
Talon.One,H05,2,2,TALONONE-038,
Talon.One,H06,2,1,TALONONE-024;TALONONE-010;TALONONE-025,"Idempotency-Key on one endpoint only, shipped 2026-03 as explicit first step (TALONONE-024); minimal, parity with Voucherify=1 (session locks only)"
Talon.One,H07,2,2,TALONONE-023;TALONONE-037,
Talon.One,H08,3,3,TALONONE-012;TALONONE-036,
Talon.One,H09,2,2,TALONONE-023;TALONONE-039;TALONONE-029,
Talon.One,H10,1,1,TALONONE-023,
Talon.One,I01,0,0,TALONONE-030,
Talon.One,I02,3,3,TALONONE-022;TALONONE-032;TALONONE-038,
Talon.One,I03,4,4,TALONONE-001;TALONONE-030,
Talon.One,I04,1,1,TALONONE-033,
Talon.One,I05,4,4,TALONONE-002;TALONONE-003,
Talon.One,I06,1,1,TALONONE-030,
Talon.One,I07,2,2,TALONONE-030;TALONONE-032,
Talon.One,I08,3,3,TALONONE-016;TALONONE-009;TALONONE-032,
Talon.One,I09,3,3,TALONONE-009;TALONONE-032;TALONONE-037,
Talon.One,I10,1,1,TALONONE-030;TALONONE-031,
Talon.One,J01,1,1,TALONONE-004;TALONONE-005;TALONONE-028,
Talon.One,J02,1,1,TALONONE-013,
Talon.One,J03,0,1,TALONONE-013;TALONONE-018,verified: finalization is permission-gated with Request Finalization flow (TALONONE-013); configurable approver-analog substrate identical in class to Voucherify approval requests scored J03=1; neither has counsel semantics
Talon.One,J04,1,1,TALONONE-010;TALONONE-042,
Talon.One,J05,2,2,TALONONE-006;TALONONE-008;TALONONE-027,
Talon.One,J06,1,1,TALONONE-022,
Talon.One,J07,1,1,TALONONE-012;TALONONE-036,
Talon.One,J08,1,1,TALONONE-008;TALONONE-036;TALONONE-010,
Talon.One,J09,1,1,TALONONE-028,
Talon.One,J10,1,1,TALONONE-013;TALONONE-011;TALONONE-026,
Voucherify,A01,0,0,VOUCHERIFY-016;VOUCHERIFY-034,
Voucherify,A02,0,0,VOUCHERIFY-016;VOUCHERIFY-034,
Voucherify,A03,1,1,VOUCHERIFY-034,
Voucherify,A04,0,0,VOUCHERIFY-003;VOUCHERIFY-016,
Voucherify,A05,0,0,VOUCHERIFY-003;VOUCHERIFY-016,
Voucherify,A06,0,0,VOUCHERIFY-003;VOUCHERIFY-016,
Voucherify,A07,1,1,VOUCHERIFY-006;VOUCHERIFY-024,
Voucherify,A08,0,0,VOUCHERIFY-016;VOUCHERIFY-034,
Voucherify,A09,1,1,VOUCHERIFY-025;VOUCHERIFY-027,
Voucherify,A10,0,0,VOUCHERIFY-003,
Voucherify,B01,4,4,VOUCHERIFY-006;VOUCHERIFY-007;VOUCHERIFY-008,
Voucherify,B02,4,4,VOUCHERIFY-008;VOUCHERIFY-020,
Voucherify,B03,3,3,VOUCHERIFY-002;VOUCHERIFY-022;VOUCHERIFY-023;VOUCHERIFY-037,
Voucherify,B04,2,2,VOUCHERIFY-008;VOUCHERIFY-010,
Voucherify,B05,3,3,VOUCHERIFY-005;VOUCHERIFY-008;VOUCHERIFY-010,
Voucherify,B06,4,4,VOUCHERIFY-004;VOUCHERIFY-005;VOUCHERIFY-024,
Voucherify,B07,4,4,VOUCHERIFY-024;VOUCHERIFY-025,
Voucherify,B08,3,3,VOUCHERIFY-029,
Voucherify,B09,2,2,VOUCHERIFY-016;VOUCHERIFY-006,
Voucherify,B10,1,1,VOUCHERIFY-009;VOUCHERIFY-010;VOUCHERIFY-011,
Voucherify,C01,1,1,VOUCHERIFY-004;VOUCHERIFY-015;VOUCHERIFY-032,
Voucherify,C02,1,1,VOUCHERIFY-004,
Voucherify,C03,1,1,VOUCHERIFY-004;VOUCHERIFY-008,
Voucherify,C04,2,2,VOUCHERIFY-031,
Voucherify,C05,1,1,VOUCHERIFY-005;VOUCHERIFY-011,
Voucherify,C06,0,0,VOUCHERIFY-003,
Voucherify,C07,1,1,VOUCHERIFY-016;VOUCHERIFY-035,
Voucherify,C08,2,2,VOUCHERIFY-012,
Voucherify,C09,0,0,VOUCHERIFY-003,
Voucherify,C10,0,0,VOUCHERIFY-003;VOUCHERIFY-016,
Voucherify,D01,3,3,VOUCHERIFY-010;VOUCHERIFY-008,
Voucherify,D02,3,3,VOUCHERIFY-009;VOUCHERIFY-010;VOUCHERIFY-011,
Voucherify,D03,1,1,VOUCHERIFY-010,
Voucherify,D04,3,3,VOUCHERIFY-010;VOUCHERIFY-011,
Voucherify,D05,2,2,VOUCHERIFY-012;VOUCHERIFY-011,
Voucherify,D06,2,2,VOUCHERIFY-009;VOUCHERIFY-010;VOUCHERIFY-011,
Voucherify,D07,2,2,VOUCHERIFY-028;VOUCHERIFY-011,
Voucherify,D08,2,2,VOUCHERIFY-009;VOUCHERIFY-011,
Voucherify,D09,?,?,,
Voucherify,D10,2,2,VOUCHERIFY-011,
Voucherify,E01,0,0,VOUCHERIFY-024,
Voucherify,E02,1,1,VOUCHERIFY-024;VOUCHERIFY-004,
Voucherify,E03,1,0,VOUCHERIFY-024,storing merchant-supplied unverified addresses is not address verification; Talon.One and Open Loyalty equivalent storage scored 0; convention: verification squares require verification capability
Voucherify,E04,2,2,VOUCHERIFY-015,
Voucherify,E05,0,0,VOUCHERIFY-007;VOUCHERIFY-008,
Voucherify,E06,0,0,VOUCHERIFY-015,
Voucherify,E07,1,1,VOUCHERIFY-004;VOUCHERIFY-035,
Voucherify,E08,?,?,,
Voucherify,E09,0,0,VOUCHERIFY-008;VOUCHERIFY-012,
Voucherify,E10,1,1,VOUCHERIFY-024;VOUCHERIFY-034,
Voucherify,F01,4,4,VOUCHERIFY-025;VOUCHERIFY-027,
Voucherify,F02,3,3,VOUCHERIFY-026;VOUCHERIFY-025,
Voucherify,F03,2,2,VOUCHERIFY-026,
Voucherify,F04,3,3,VOUCHERIFY-025;VOUCHERIFY-027;VOUCHERIFY-001,
Voucherify,F05,3,3,VOUCHERIFY-031;VOUCHERIFY-025;VOUCHERIFY-028,
Voucherify,F06,2,2,VOUCHERIFY-027,
Voucherify,F07,4,4,VOUCHERIFY-008;VOUCHERIFY-004,
Voucherify,F08,3,3,VOUCHERIFY-026,
Voucherify,F09,3,3,VOUCHERIFY-025,
Voucherify,F10,1,1,VOUCHERIFY-034;VOUCHERIFY-019,
Voucherify,G01,3,3,VOUCHERIFY-016;VOUCHERIFY-032;VOUCHERIFY-014,
Voucherify,G02,3,3,VOUCHERIFY-013,
Voucherify,G03,2,2,VOUCHERIFY-022,
Voucherify,G04,3,3,VOUCHERIFY-012,
Voucherify,G05,3,3,VOUCHERIFY-016;VOUCHERIFY-033,
Voucherify,G06,2,2,VOUCHERIFY-016;VOUCHERIFY-006,
Voucherify,G07,3,3,VOUCHERIFY-012;VOUCHERIFY-011;VOUCHERIFY-030;VOUCHERIFY-033,
Voucherify,G08,3,3,VOUCHERIFY-019,
Voucherify,G09,3,3,VOUCHERIFY-021;VOUCHERIFY-022;VOUCHERIFY-023,
Voucherify,G10,3,3,VOUCHERIFY-002;VOUCHERIFY-022,
Voucherify,H01,4,4,VOUCHERIFY-003;VOUCHERIFY-007;VOUCHERIFY-008,
Voucherify,H02,3,3,VOUCHERIFY-002;VOUCHERIFY-003,
Voucherify,H03,3,3,VOUCHERIFY-019,
Voucherify,H04,3,3,VOUCHERIFY-016;VOUCHERIFY-018,
Voucherify,H05,3,3,VOUCHERIFY-017,
Voucherify,H06,1,1,VOUCHERIFY-041;VOUCHERIFY-008,
Voucherify,H07,3,3,VOUCHERIFY-018,
Voucherify,H08,3,3,VOUCHERIFY-011,
Voucherify,H09,2,2,VOUCHERIFY-033;VOUCHERIFY-028;VOUCHERIFY-014,
Voucherify,H10,2,2,VOUCHERIFY-014,
Voucherify,I01,1,1,VOUCHERIFY-022;VOUCHERIFY-011,
Voucherify,I02,4,4,VOUCHERIFY-001;VOUCHERIFY-002;VOUCHERIFY-003,
Voucherify,I03,4,4,VOUCHERIFY-001;VOUCHERIFY-036,
Voucherify,I04,1,1,VOUCHERIFY-035,
Voucherify,I05,3,3,VOUCHERIFY-036;VOUCHERIFY-037;VOUCHERIFY-002,
Voucherify,I06,3,3,VOUCHERIFY-021,
Voucherify,I07,2,2,VOUCHERIFY-021;VOUCHERIFY-022,
Voucherify,I08,3,3,VOUCHERIFY-036;VOUCHERIFY-025,
Voucherify,I09,2,2,VOUCHERIFY-003;VOUCHERIFY-036,
Voucherify,I10,3,3,VOUCHERIFY-021,
Voucherify,J01,1,1,VOUCHERIFY-004;VOUCHERIFY-005,
Voucherify,J02,1,1,VOUCHERIFY-012;VOUCHERIFY-033,
Voucherify,J03,1,1,VOUCHERIFY-012,
Voucherify,J04,0,0,VOUCHERIFY-006;VOUCHERIFY-003,
Voucherify,J05,2,2,VOUCHERIFY-008;VOUCHERIFY-037,
Voucherify,J06,1,1,VOUCHERIFY-024,
Voucherify,J07,1,1,VOUCHERIFY-010;VOUCHERIFY-011,
Voucherify,J08,1,1,VOUCHERIFY-011;VOUCHERIFY-009,
Voucherify,J09,1,1,VOUCHERIFY-033,
Voucherify,J10,1,1,VOUCHERIFY-030;VOUCHERIFY-012,
Open Loyalty,A01,1,1,OPENLOYALTY-001;OPENLOYALTY-035,
Open Loyalty,A02,2,2,OPENLOYALTY-001;OPENLOYALTY-047,
Open Loyalty,A03,3,3,OPENLOYALTY-035;OPENLOYALTY-001,
Open Loyalty,A04,0,0,OPENLOYALTY-043,
Open Loyalty,A05,0,0,OPENLOYALTY-043,
Open Loyalty,A06,0,0,OPENLOYALTY-043,
Open Loyalty,A07,2,2,OPENLOYALTY-045;OPENLOYALTY-006,
Open Loyalty,A08,1,1,OPENLOYALTY-035;OPENLOYALTY-001,
Open Loyalty,A09,2,2,OPENLOYALTY-044,
Open Loyalty,A10,0,0,OPENLOYALTY-043,
Open Loyalty,B01,4,4,OPENLOYALTY-004;OPENLOYALTY-045;OPENLOYALTY-046,
Open Loyalty,B02,1,1,OPENLOYALTY-011;OPENLOYALTY-009,
Open Loyalty,B03,1,1,OPENLOYALTY-002;OPENLOYALTY-011,
Open Loyalty,B04,0,0,OPENLOYALTY-005;OPENLOYALTY-011,
Open Loyalty,B05,1,1,OPENLOYALTY-016;OPENLOYALTY-017;OPENLOYALTY-009,
Open Loyalty,B06,4,4,OPENLOYALTY-007;OPENLOYALTY-008;OPENLOYALTY-045,
Open Loyalty,B07,4,4,OPENLOYALTY-008;OPENLOYALTY-033;OPENLOYALTY-025,
Open Loyalty,B08,1,1,OPENLOYALTY-010;OPENLOYALTY-005,
Open Loyalty,B09,3,3,OPENLOYALTY-009,
Open Loyalty,B10,1,1,OPENLOYALTY-016,
Open Loyalty,C01,1,1,OPENLOYALTY-008;OPENLOYALTY-033;OPENLOYALTY-019,
Open Loyalty,C02,1,1,OPENLOYALTY-008,
Open Loyalty,C03,0,0,OPENLOYALTY-043,
Open Loyalty,C04,2,2,OPENLOYALTY-005;OPENLOYALTY-006;OPENLOYALTY-020;OPENLOYALTY-034,
Open Loyalty,C05,1,1,OPENLOYALTY-014;OPENLOYALTY-015;OPENLOYALTY-005,
Open Loyalty,C06,0,0,OPENLOYALTY-043,
Open Loyalty,C07,1,1,OPENLOYALTY-009,
Open Loyalty,C08,0,0,OPENLOYALTY-021;OPENLOYALTY-043,
Open Loyalty,C09,0,0,OPENLOYALTY-043,
Open Loyalty,C10,0,0,OPENLOYALTY-043,
Open Loyalty,D01,2,2,OPENLOYALTY-016;OPENLOYALTY-017;OPENLOYALTY-014,
Open Loyalty,D02,3,3,OPENLOYALTY-016;OPENLOYALTY-017;OPENLOYALTY-018,
Open Loyalty,D03,1,1,OPENLOYALTY-016;OPENLOYALTY-005,
Open Loyalty,D04,3,3,OPENLOYALTY-016,
Open Loyalty,D05,1,1,OPENLOYALTY-015;OPENLOYALTY-014,
Open Loyalty,D06,2,2,OPENLOYALTY-016;OPENLOYALTY-017;OPENLOYALTY-014,
Open Loyalty,D07,2,2,OPENLOYALTY-014;OPENLOYALTY-018,
Open Loyalty,D08,?,?,,
Open Loyalty,D09,?,?,,
Open Loyalty,D10,2,2,OPENLOYALTY-014;OPENLOYALTY-015,
Open Loyalty,E01,0,0,OPENLOYALTY-043,
Open Loyalty,E02,0,1,OPENLOYALTY-043;OPENLOYALTY-033,age-range segment conditions documented (OPENLOYALTY-033); same declared-data age-gating substrate as Voucherify E02=1
Open Loyalty,E03,0,0,OPENLOYALTY-043;OPENLOYALTY-008,
Open Loyalty,E04,0,1,OPENLOYALTY-043;OPENLOYALTY-008,country/province/postal expression + segment conditions and per-country tenants (OPENLOYALTY-008/-019/-033); same substrate as Talon.One E04=1
Open Loyalty,E05,0,0,OPENLOYALTY-043,
Open Loyalty,E06,0,0,OPENLOYALTY-043,
Open Loyalty,E07,0,1,OPENLOYALTY-043;OPENLOYALTY-006;OPENLOYALTY-025,"campaign caps, unit budgets, win limits (OPENLOYALTY-006/-035) are the deterministic anti-abuse class scored 1 at both peers"
Open Loyalty,E08,1,1,OPENLOYALTY-024,
Open Loyalty,E09,0,0,OPENLOYALTY-043,
Open Loyalty,E10,0,1,OPENLOYALTY-043;OPENLOYALTY-042,custom event schemas + webhooks can carry third-party signals as data (OPENLOYALTY-045/-042); substrate credited 1 at both peers
Open Loyalty,F01,4,4,OPENLOYALTY-025;OPENLOYALTY-008,
Open Loyalty,F02,4,4,OPENLOYALTY-026;OPENLOYALTY-012;OPENLOYALTY-018,
Open Loyalty,F03,3,3,OPENLOYALTY-017;OPENLOYALTY-016;OPENLOYALTY-006,
Open Loyalty,F04,4,4,OPENLOYALTY-017;OPENLOYALTY-005;OPENLOYALTY-006,
Open Loyalty,F05,4,4,OPENLOYALTY-025;OPENLOYALTY-012;OPENLOYALTY-026,
Open Loyalty,F06,2,2,OPENLOYALTY-025;OPENLOYALTY-008,
Open Loyalty,F07,3,3,OPENLOYALTY-044;OPENLOYALTY-005,
Open Loyalty,F08,2,2,OPENLOYALTY-026;OPENLOYALTY-018,
Open Loyalty,F09,3,3,OPENLOYALTY-025;OPENLOYALTY-001,
Open Loyalty,F10,2,2,OPENLOYALTY-018;OPENLOYALTY-031,
Open Loyalty,G01,4,4,OPENLOYALTY-019;OPENLOYALTY-037;OPENLOYALTY-029,
Open Loyalty,G02,3,2,OPENLOYALTY-021,ACL has only View/Modify levels and roles are global not tenant-scoped (OPENLOYALTY-019/-021); materially below peers' 3-grade RBAC
Open Loyalty,G03,3,3,OPENLOYALTY-022,
Open Loyalty,G04,0,0,OPENLOYALTY-021;OPENLOYALTY-043,
Open Loyalty,G05,3,3,OPENLOYALTY-003;OPENLOYALTY-037,
Open Loyalty,G06,3,3,OPENLOYALTY-009;OPENLOYALTY-003,
Open Loyalty,G07,2,2,OPENLOYALTY-023;OPENLOYALTY-037;OPENLOYALTY-014,
Open Loyalty,G08,4,3,OPENLOYALTY-012;OPENLOYALTY-013;OPENLOYALTY-042,webhook retry/delivery guarantees undocumented (OPENLOYALTY-013 note); Voucherify's fully documented delivery contract scored 3; 4 unsupported
Open Loyalty,G09,3,3,OPENLOYALTY-028;OPENLOYALTY-003,
Open Loyalty,G10,3,3,OPENLOYALTY-027;OPENLOYALTY-028,
Open Loyalty,H01,4,4,OPENLOYALTY-046;OPENLOYALTY-002,
Open Loyalty,H02,1,1,OPENLOYALTY-046;OPENLOYALTY-032,
Open Loyalty,H03,4,3,OPENLOYALTY-012;OPENLOYALTY-013,same evidence and reasoning as G08
Open Loyalty,H04,3,3,OPENLOYALTY-003,
Open Loyalty,H05,3,3,OPENLOYALTY-023,
Open Loyalty,H06,?,?,OPENLOYALTY-041,
Open Loyalty,H07,3,3,OPENLOYALTY-024;OPENLOYALTY-003,
Open Loyalty,H08,1,1,OPENLOYALTY-014;OPENLOYALTY-016,
Open Loyalty,H09,3,3,OPENLOYALTY-037,
Open Loyalty,H10,0,1,OPENLOYALTY-043;OPENLOYALTY-042,API-manageable config + per-module configuration exports (OPENLOYALTY-021/-037) equals Talon.One H10=1 substrate
Open Loyalty,I01,0,0,OPENLOYALTY-001;OPENLOYALTY-038,
Open Loyalty,I02,4,4,OPENLOYALTY-001;OPENLOYALTY-002;OPENLOYALTY-046,
Open Loyalty,I03,4,4,OPENLOYALTY-001;OPENLOYALTY-028,
Open Loyalty,I04,0,0,OPENLOYALTY-043,
Open Loyalty,I05,4,3,OPENLOYALTY-001;OPENLOYALTY-029,real enterprise roster but '100+ brands' is marketing; parity with Voucherify roster at 3; category-leading 4 reserved for Talon.One tier
Open Loyalty,I06,0,0,OPENLOYALTY-028;OPENLOYALTY-038,
Open Loyalty,I07,2,2,OPENLOYALTY-028;OPENLOYALTY-038,
Open Loyalty,I08,3,3,OPENLOYALTY-018;OPENLOYALTY-037,
Open Loyalty,I09,3,3,OPENLOYALTY-038;OPENLOYALTY-028,
Open Loyalty,I10,1,1,OPENLOYALTY-028;OPENLOYALTY-038,
Open Loyalty,J01,0,1,OPENLOYALTY-043;OPENLOYALTY-005,expression engine over country/consent/tier attributes is customer-authorable substrate; parity with Talon.One/Voucherify J01=1
Open Loyalty,J02,0,0,OPENLOYALTY-043;OPENLOYALTY-037,
Open Loyalty,J03,0,0,OPENLOYALTY-021;OPENLOYALTY-043,
Open Loyalty,J04,0,1,OPENLOYALTY-009;OPENLOYALTY-043,documented pre-go-live campaign simulator (OPENLOYALTY-009); same peripheral-substrate class as Talon.One dry requests J04=1
Open Loyalty,J05,0,0,OPENLOYALTY-005;OPENLOYALTY-011,
Open Loyalty,J06,0,1,OPENLOYALTY-043,same substrate reasoning as E10
Open Loyalty,J07,1,1,OPENLOYALTY-016;OPENLOYALTY-017;OPENLOYALTY-014,
Open Loyalty,J08,1,1,OPENLOYALTY-016;OPENLOYALTY-014,
Open Loyalty,J09,1,1,OPENLOYALTY-037;OPENLOYALTY-047,
Open Loyalty,J10,0,0,OPENLOYALTY-043,
GeoComply,A01,0,0,GEOCOMPLY-001,
GeoComply,A02,0,0,GEOCOMPLY-001,
GeoComply,A03,0,0,GEOCOMPLY-001,
GeoComply,A04,0,0,GEOCOMPLY-001,
GeoComply,A05,0,0,GEOCOMPLY-001,
GeoComply,A06,0,0,GEOCOMPLY-001,
GeoComply,A07,0,0,GEOCOMPLY-001,
GeoComply,A08,0,0,GEOCOMPLY-001,
GeoComply,A09,0,0,GEOCOMPLY-001,
GeoComply,A10,0,0,GEOCOMPLY-001,
GeoComply,B01,2,2,GEOCOMPLY-007;GEOCOMPLY-003,
GeoComply,B02,3,3,GEOCOMPLY-003;GEOCOMPLY-005;GEOCOMPLY-007,
GeoComply,B03,3,3,GEOCOMPLY-003;GEOCOMPLY-027;GEOCOMPLY-028,
GeoComply,B04,2,2,GEOCOMPLY-007;GEOCOMPLY-006;GEOCOMPLY-035,
GeoComply,B05,3,3,GEOCOMPLY-003;GEOCOMPLY-007,
GeoComply,B06,1,1,GEOCOMPLY-035;GEOCOMPLY-006,
GeoComply,B07,3,3,GEOCOMPLY-003;GEOCOMPLY-004;GEOCOMPLY-017,
GeoComply,B08,?,?,,
GeoComply,B09,?,?,,
GeoComply,B10,1,1,GEOCOMPLY-017;GEOCOMPLY-018,
GeoComply,C01,3,3,GEOCOMPLY-010;GEOCOMPLY-011;GEOCOMPLY-027;GEOCOMPLY-028;GEOCOMPLY-029,
GeoComply,C02,2,2,GEOCOMPLY-001;GEOCOMPLY-016;GEOCOMPLY-023,
GeoComply,C03,2,2,GEOCOMPLY-007;GEOCOMPLY-026,
GeoComply,C04,1,1,GEOCOMPLY-029;GEOCOMPLY-028,
GeoComply,C05,?,?,,
GeoComply,C06,2,2,GEOCOMPLY-028;GEOCOMPLY-010,
GeoComply,C07,?,?,,
GeoComply,C08,1,1,GEOCOMPLY-020,
GeoComply,C09,?,?,,
GeoComply,C10,0,0,GEOCOMPLY-005;GEOCOMPLY-007,
GeoComply,D01,2,2,GEOCOMPLY-007;GEOCOMPLY-017,
GeoComply,D02,3,3,GEOCOMPLY-017;GEOCOMPLY-003,
GeoComply,D03,?,?,,
GeoComply,D04,2,2,GEOCOMPLY-017;GEOCOMPLY-018,
GeoComply,D05,1,1,GEOCOMPLY-020,
GeoComply,D06,2,2,GEOCOMPLY-017;GEOCOMPLY-018,
